,0
0,0.5
1,0.45703125
2,0.56640625
3,0.484375
4,0.4921875
5,0.4375
6,0.4296875
7,0.5390625
8,0.5078125
9,0.53515625
10,0.5390625
11,0.52734375
12,0.53125
13,0.46875
14,0.52734375
15,0.53125
16,0.4765625
17,0.48828125
18,0.5546875
19,0.484375
20,0.53515625
21,0.47265625
22,0.52734375
23,0.47265625
24,0.5546875
25,0.51171875
26,0.51953125
27,0.515625
28,0.5546875
29,0.54296875
30,0.4921875
31,0.5859375
32,0.515625
33,0.55859375
34,0.484375
35,0.3984375
36,0.44921875
37,0.49609375
38,0.5390625
39,0.54296875
40,0.4609375
41,0.484375
42,0.54296875
43,0.50390625
44,0.61328125
45,0.5234375
46,0.47265625
47,0.49609375
48,0.515625
49,0.5234375
50,0.45703125
51,0.53125
52,0.5234375
53,0.54296875
54,0.44140625
55,0.42578125
56,0.515625
57,0.54296875
58,0.484375
59,0.53515625
60,0.51171875
61,0.5234375
62,0.41015625
63,0.50390625
64,0.51953125
65,0.5078125
66,0.484375
67,0.46875
68,0.54296875
69,0.50390625
70,0.52734375
71,0.50390625
72,0.5
73,0.5078125
74,0.46875
75,0.55078125
76,0.51953125
77,0.47265625
78,0.46484375
79,0.5703125
80,0.54296875
81,0.484375
82,0.4765625
83,0.46875
84,0.57421875
85,0.5
86,0.53125
87,0.53515625
88,0.453125
89,0.45703125
90,0.515625
91,0.625
92,0.5234375
93,0.55078125
94,0.46484375
95,0.50390625
96,0.515625
97,0.546875
98,0.46875
99,0.47265625
100,0.38671875
101,0.5390625
102,0.5078125
103,0.484375
104,0.48828125
105,0.46875
106,0.515625
107,0.53125
108,0.50390625
109,0.5625
110,0.453125
111,0.4453125
112,0.46875
113,0.4609375
114,0.48046875
115,0.515625
116,0.4921875
117,0.44921875
118,0.5625
119,0.48828125
120,0.5390625
121,0.51953125
122,0.5546875
123,0.42578125
124,0.47265625
125,0.5
126,0.47265625
127,0.4453125
128,0.53125
129,0.51171875
130,0.50390625
131,0.53125
132,0.546875
133,0.546875
134,0.48046875
