,0
0,1.0
1,1.0
2,1.0
3,1.0
4,1.0
5,1.0
6,1.0
7,1.0
8,1.0
9,1.0
10,1.0
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
16,1.0
17,1.0
18,1.0
19,1.0
20,1.0
21,1.0
22,1.0
23,1.0
24,1.0
25,1.0
26,1.0
27,1.0
28,0.9990234375
29,1.0
30,0.99609375
31,0.99609375
32,1.0
33,1.0
34,1.0
35,1.0
36,1.0
37,1.0
38,0.9990234375
39,0.9970703125
40,1.0
41,1.0
42,1.0
43,1.0
44,1.0
45,0.9990234375
46,0.9970703125
47,0.9951171875
48,1.0
49,1.0
50,1.0
51,0.9990234375
52,1.0
53,0.998046875
54,0.998046875
55,0.9951171875
56,1.0
57,1.0
58,1.0
59,1.0
60,0.9990234375
61,0.9990234375
62,0.9921875
63,0.990234375
64,1.0
65,1.0
66,1.0
67,1.0
68,0.998046875
69,0.99609375
70,0.9970703125
71,0.9931640625
72,1.0
73,1.0
74,1.0
75,0.9990234375
76,1.0
77,0.994140625
78,0.9931640625
79,0.9921875
80,1.0
81,1.0
82,1.0
83,1.0
84,0.9970703125
85,0.994140625
86,0.9912109375
87,0.990234375
88,1.0
89,1.0
90,1.0
91,1.0
92,1.0
93,0.998046875
94,0.9951171875
95,0.9990234375
96,1.0
97,1.0
98,1.0
99,0.998046875
100,0.9990234375
101,0.994140625
102,0.9921875
103,0.990234375
104,1.0
105,1.0
106,0.9990234375
107,0.9970703125
108,0.998046875
109,0.994140625
110,0.9921875
111,0.9873046875
112,1.0
113,1.0
114,0.9990234375
115,0.998046875
116,0.998046875
117,0.990234375
118,0.98828125
119,0.986328125
120,1.0
121,1.0
122,1.0
123,0.9990234375
124,0.9990234375
125,0.9912109375
126,0.9853515625
127,0.982421875
128,1.0
129,1.0
130,0.9990234375
131,0.998046875
132,0.99609375
133,0.9921875
134,0.986328125
135,0.9853515625
136,1.0
137,1.0
138,0.9990234375
139,0.9990234375
140,0.9931640625
141,0.9912109375
142,0.986328125
143,0.978515625
144,1.0
145,1.0
146,1.0
147,0.9990234375
148,0.9990234375
149,0.99609375
150,0.9912109375
151,0.9853515625
152,1.0
153,1.0
154,0.9970703125
155,0.99609375
156,0.9931640625
157,0.9912109375
158,0.9755859375
159,0.96875
160,1.0
161,1.0
162,1.0
163,1.0
164,1.0
165,0.99609375
166,0.9931640625
167,0.99609375
168,1.0
169,1.0
170,0.9970703125
171,0.9970703125
172,0.9931640625
173,0.9892578125
